OpenAlex ID,ORCID,Name,Alt Names,Publications,Citations,h-index,Number of Institutions,Topic,first_names,last_name,last_init,name_raw,id,fi_ln
A5012451717,https://orcid.org/0000-0002-2613-9321,M. Williams,"['M C Williams', 'M Williams', 'M. C. S. Williams', 'M. C. Williams', 'M. Williams', 'M.C. Williams', 'M.C.S. Williams', 'Matthew C. Williams', 'Matthew Williams', 'Williams, M.', 'Williams, Matthew C.']",73,1696,18,16,Physical Sciences,m.,williams,w,m. williams,A5012451717,m williams
A5051528851,https://orcid.org/0000-0001-7391-9403,A Calahorrano-Di Patre,"['A Calahorrano-Di\nPatre', 'A Calahorrano-Di Patre', 'A. Calahorrano-Di Patre', 'Antonina Calahorrano', 'Antonina Calahorrano-Di Patre', 'Antonina Calahorrano‐Di Patre']",9,47,4,3,Physical Sciences,a calahorrano-di,patre,p,a calahorrano-di patre,A5051528851,a patre
A5110631057,,Steven Bergner,"['Bergner, Steven', 'Steven Bergner']",21,487,9,3,Physical Sciences,steven,bergner,b,steven bergner,A5110631057,s bergner
A5114395731,,Ashwin Samudre,"['Ashwin Samudre', 'Samudre, Ashwin']",1,0,0,1,Physical Sciences,ashwin,samudre,s,ashwin samudre,A5114395731,a samudre
A5052216983,,Yani Kong,['Yani Kong'],2,2,1,1,Physical Sciences,yani,kong,k,yani kong,A5052216983,y kong
A5076084094,https://orcid.org/0000-0002-8772-5770,Saeed Ranjbar Alvar,"['Alvar, Saeed R.', 'Alvar, Saeed Ranjbar', 'Ranjbar Alvar, Saeed', 'Saeed Ranjbar Alvar']",37,208,8,4,Physical Sciences,saeed ranjbar,alvar,a,saeed ranjbar alvar,A5076084094,s alvar
A5005912029,https://orcid.org/0000-0002-5812-7798,Emma Rodrigues,['Emma Rodrigues'],8,120,3,3,Health Sciences,emma,rodrigues,r,emma rodrigues,A5005912029,e rodrigues
A5112603217,,Zach Walsh,"['Walsh, Zach', 'Z. Walsh', 'Zach Walsh']",136,4951,40,19,Social Sciences,zach,walsh,w,zach walsh,A5112603217,z walsh
A5119426588,,Neda Zolfaghari,['Neda Zolfaghari'],1,1,1,1,Health Sciences,neda,zolfaghari,z,neda zolfaghari,A5119426588,n zolfaghari
A5113564764,,Kristin Bosse,"['Bosse, Kristin', 'K BOSSE', 'K Bosse', 'K. Bosse', 'Kristin A. Bosse', 'Kristin Bosse']",60,996,16,14,Life Sciences,kristin,bosse,b,kristin bosse,A5113564764,k bosse
A5020559144,,Malcolm King,"['M. J. King', 'Malcolm King']",8,22,2,3,Social Sciences,malcolm,king,k,malcolm king,A5020559144,m king
A5045066589,https://orcid.org/0000-0002-4201-6030,Thomas Wong,"['T. Wong', 'T.T.Y. Wong', 'Thomas T. Y. Wong', 'Thomas T.Y. Wong', 'Thomas Wong', 'Wong, Thomas']",125,1388,17,14,Physical Sciences,thomas,wong,w,thomas wong,A5045066589,t wong
A5077280597,https://orcid.org/0000-0002-0404-8701,J. Taylor Perron,"['J Taylor Perron', 'J. Perron', 'J. T. Perron', 'J. Taylor Perron', 'J. TaylorPerron(Http://Orcid.Org/0000-0002-0404-8701), Myrow', 'J.T. Perron', 'JT Perron', 'Perron, J Taylor', 'Perron, J. Taylor']",215,8108,42,9,Physical Sciences,j. taylor,perron,p,j. taylor perron,A5077280597,j perron
A5102349912,,Jake Kemp,"['Jake Kemp', 'Jake M. Kemp']",3,4,1,1,Health Sciences,jake,kemp,k,jake kemp,A5102349912,j kemp
A5021447806,,Cara Camcastle,"['CARA CAMCASTLE', 'Camcastle, Cara', 'Cara Camcastle']",9,78,5,2,Social Sciences,cara,camcastle,c,cara camcastle,A5021447806,c camcastle
A5101424783,https://orcid.org/0000-0001-7026-5811,Baoxu Shi,"['B. E. Shi', 'Baoxu Shi', 'Shi, Baoxu']",35,1317,15,6,Physical Sciences,baoxu,shi,s,baoxu shi,A5101424783,b shi
A5093865061,,Am Johal,['Am Johal'],1,0,0,1,Social Sciences,am,johal,j,am johal,A5093865061,a johal
A5036880466,,Tania C. Hidalgo Castillo,['Tania C. Hidalgo Castillo'],1,7,1,1,Physical Sciences,tania c. hidalgo,castillo,c,tania c. hidalgo castillo,A5036880466,t castillo
A5036324257,,Anurag Piyamrao Wasnik,"['Anurag Piyamrao Wasnik', 'Anurag Wasnik', 'Arcan Aydemir']",10,34,4,3,Social Sciences,anurag piyamrao,wasnik,w,anurag piyamrao wasnik,A5036324257,a wasnik
A5014407450,https://orcid.org/0000-0002-0360-7970,E. Green,"['E. Green', 'Emma Green']",4,22,1,6,Life Sciences,e.,green,g,e. green,A5014407450,e green
A5079650143,,David MacAlister,"['David MacAlister', 'David Macalister']",18,206,7,5,Social Sciences,david,macalister,m,david macalister,A5079650143,d macalister
A5041150754,https://orcid.org/0000-0002-6122-6383,Amin Farjah,"['A. Farjah', 'Amin Farjah']",11,97,4,4,Physical Sciences,amin,farjah,f,amin farjah,A5041150754,a farjah
A5112389755,,David Sun,"['David I. Sun', 'David Sun', 'David. I. Sun', 'Sun, David']",25,1372,6,8,Physical Sciences,david,sun,s,david sun,A5112389755,d sun
A5011155609,https://orcid.org/0000-0002-1145-8346,Daniel Tarnu,['Daniel Tarnu'],2,1,1,1,Physical Sciences,daniel,tarnu,t,daniel tarnu,A5011155609,d tarnu
A5049614671,,Simone Rapisarda,['Simone Rapisarda'],1,0,0,1,Social Sciences,simone,rapisarda,r,simone rapisarda,A5049614671,s rapisarda
A5092946635,,Sean K.T. Gaiesky,['Sean K.T. Gaiesky'],2,1,1,1,Health Sciences,sean k.t.,gaiesky,g,sean k.t. gaiesky,A5092946635,s gaiesky
A5102131342,,Ahmed Maqsood,['Ahmed Maqsood'],4,22,2,3,Life Sciences,ahmed,maqsood,m,ahmed maqsood,A5102131342,a maqsood
A5032397465,,B.S. Parimalam,['B.S. Parimalam'],1,9,1,1,Physical Sciences,b.s.,parimalam,p,b.s. parimalam,A5032397465,b parimalam
A5104126783,,Wanying Mao,['Wanying Mao'],1,2,1,1,Social Sciences,wanying,mao,m,wanying mao,A5104126783,w mao
A5037354644,,Sarita Baker,['Sarita Baker'],2,2,1,1,Social Sciences,sarita,baker,b,sarita baker,A5037354644,s baker
A5114180415,,Dian Hong,['Dian Hong'],1,0,0,1,Physical Sciences,dian,hong,h,dian hong,A5114180415,d hong
A5007598416,https://orcid.org/0000-0002-5111-2788,Marco Tullney,"['Marco Tullney', 'Tullney, Marco']",94,296,7,5,Social Sciences,marco,tullney,t,marco tullney,A5007598416,m tullney
A5076158895,https://orcid.org/0000-0002-3703-2271,Sheri Fabian,"['Sheri Fabian', 'Sheryl C Fabian']",8,81,4,2,Social Sciences,sheri,fabian,f,sheri fabian,A5076158895,s fabian
A5101537580,https://orcid.org/0000-0002-8022-1369,Chia-Ying Lin,"['Chia-Ying Lin', 'Chia‐Ying Lin', 'Yung-Hsiang Chen']",21,138,8,12,Social Sciences,chia-ying,lin,l,chia-ying lin,A5101537580,c lin
A5049909213,,Christian Hilchey,['Christian Hilchey'],2,1,1,3,Social Sciences,christian,hilchey,h,christian hilchey,A5049909213,c hilchey
A5019122524,,Caroline Coljin,['Caroline Coljin'],1,2,1,1,Health Sciences,caroline,coljin,c,caroline coljin,A5019122524,c coljin
A5069127560,,Gerri Sinclair,"['G.J. Sinclair', 'Gerri Sinclair']",7,21,3,1,Social Sciences,gerri,sinclair,s,gerri sinclair,A5069127560,g sinclair
A5102597674,,Yanjun Feng,['Yanjun Feng'],1,1,1,1,Physical Sciences,yanjun,feng,f,yanjun feng,A5102597674,y feng
A5075814310,,K. Ken Peng,"['K. Ken Peng', 'Ken Peng']",2,2,1,1,Social Sciences,k. ken,peng,p,k. ken peng,A5075814310,k peng
A5081601519,https://orcid.org/0000-0002-7963-5353,Scott C. Anderson,"['S Anderson', 'S C Anderson', 'SCOTT C. ANDERSON', 'Scott Anderson', 'Scott C Anderson', 'Scott C. Anderson']",17,552,10,9,Health Sciences,scott c.,anderson,a,scott c. anderson,A5081601519,s anderson
A5027074850,https://orcid.org/0000-0001-7101-0589,Galia Susana Lescano López,"['Galia Susana Lescano Lopez', 'Galia Susana Lescano López', 'Galia Susana Lescano-Lopez', 'Galia Susana Lescano-López', 'Galia Susana Lezcano López', 'Lescano Lopez, Galia Susana', 'Lescano López, Galia Susana']",36,119,7,14,Social Sciences,galia susana lescano,lópez,l,galia susana lescano lópez,A5027074850,g lópez
A5024935224,,Jerram B. Ritchie,"['Jerram  B. Ritchie', 'Jerram B. Ritchie']",1,1,1,1,Social Sciences,jerram b.,ritchie,r,jerram b. ritchie,A5024935224,j ritchie
A5029865909,,Abraham R.J.S.,['Abraham R.J.S.'],1,0,0,1,Physical Sciences,abraham,r.j.s.,r,abraham r.j.s.,A5029865909,a r.j.s.
A5001518780,https://orcid.org/0000-0002-9715-7914,Richard G. Lipsey,"['Elke Krahmann', 'Jnos', 'Lipsey, Richard G.', 'R. G. LIPSEY', 'R. G. Lipsey', 'RICHARD G. LIPSEY', 'Richard G Lipsey', 'Richard G. Lipsey', 'Richard Lipsey']",292,10147,37,18,Social Sciences,richard g.,lipsey,l,richard g. lipsey,A5001518780,r lipsey
A5109802582,,C. M. Hamm,"['C. M. Hamm', 'Cornell Hamm']",6,90,2,1,Social Sciences,c. m.,hamm,h,c. m. hamm,A5109802582,c hamm
A5070433914,https://orcid.org/0000-0002-6648-9035,Gustavo Dias-Silva,['Gustavo Dias-Silva'],1,0,0,1,Physical Sciences,gustavo,dias-silva,d,gustavo dias-silva,A5070433914,g dias-silva
A5024389928,https://orcid.org/0000-0002-0602-0999,Hang Ma,"['Hang Ma', 'Ma Hang', 'Ma, Hang']",90,3244,30,13,Physical Sciences,hang,ma,m,hang ma,A5024389928,h ma
A5092552245,https://orcid.org/0009-0002-0557-1139,Katherina Von Bülow,['Katherina Von Bülow'],1,0,0,1,Physical Sciences,katherina von,bülow,b,katherina von bülow,A5092552245,k bülow
A5084953118,https://orcid.org/0000-0002-4506-6973,Ping Tan,"['P. Tan', 'Ping Ping Tan', 'Ping TAN -', 'Ping Tan', 'Tan, Ping']",220,14395,59,18,Physical Sciences,ping,tan,t,ping tan,A5084953118,p tan
A5036115963,,E. Barad,['E. Barad'],2,0,0,2,Health Sciences,e.,barad,b,e. barad,A5036115963,e barad
A5012006207,https://orcid.org/0000-0002-7717-870X,Christina Manning,"['C. J. Manning', 'C. Manning', 'C.J. Manning', 'Christina  J. Manning', 'Christina J. Manning', 'Christina Manning', 'Manning, Christina']",63,1461,20,2,Physical Sciences,christina,manning,m,christina manning,A5012006207,c manning
A5049775315,https://orcid.org/0000-0002-9345-0750,Han Zhang,['Han Zhang'],12,79,4,11,Life Sciences,han,zhang,z,han zhang,A5049775315,h zhang
A5081124051,https://orcid.org/0000-0003-4958-7466,Debopam Das,"['Das, Debopam', 'Debopam Das', 'Luca Soldaini']",23,658,10,20,Physical Sciences,debopam,das,d,debopam das,A5081124051,d das
A5024761278,https://orcid.org/0000-0001-9351-4390,Tsogtbaatar Byambaa,"['Byambaa Tsogtbaatar', 'Byambaa, Tsogtbaatar', 'Tsogtbaatar Byambaa']",16,543,8,4,Social Sciences,tsogtbaatar,byambaa,b,tsogtbaatar byambaa,A5024761278,t byambaa
A5096827723,,Gelareh Modara,['Gelareh Modara'],1,0,0,1,Health Sciences,gelareh,modara,m,gelareh modara,A5096827723,g modara
A5058715507,,Linying Hu,"['LinYing Hu', 'Linying Hu']",14,205,7,2,Physical Sciences,linying,hu,h,linying hu,A5058715507,l hu
A5019633656,,Radek Przedpelski,['Radek Przedpelski'],2,16,1,2,Social Sciences,radek,przedpelski,p,radek przedpelski,A5019633656,r przedpelski
A5067195321,https://orcid.org/0000-0002-9980-5663,Alireza Beigi,['Alireza Beigi'],7,127,5,2,Physical Sciences,alireza,beigi,b,alireza beigi,A5067195321,a beigi
A5067236434,https://orcid.org/0000-0002-1902-6433,Amiti Mehta,"['Amiti K. Mehta', 'Amiti Mehta']",13,128,6,6,Health Sciences,amiti,mehta,m,amiti mehta,A5067236434,a mehta
A5115512232,,Alishba Bibal,['Alishba Bibal'],3,0,0,1,Life Sciences,alishba,bibal,b,alishba bibal,A5115512232,a bibal
A5065006433,https://orcid.org/0000-0002-1357-4666,Irvin Ng,"['I Ng', 'Irvin Ng']",45,232,7,11,Life Sciences,irvin,ng,n,irvin ng,A5065006433,i ng
A5099178243,,Zhangyang Ying,['Zhangyang Ying'],1,1,1,1,Social Sciences,zhangyang,ying,y,zhangyang ying,A5099178243,z ying
A5085393464,,M. Gascoine,['M. Gascoine'],1,18,1,1,Physical Sciences,m.,gascoine,g,m. gascoine,A5085393464,m gascoine
A5026782519,https://orcid.org/0000-0003-3457-2552,Justin Cook,"['Cook, Justin', 'J. Cook', 'Justin Cook', 'Justin L. Cook']",21,5300,9,6,Physical Sciences,justin,cook,c,justin cook,A5026782519,j cook
A5000418425,,J.A. MacDonald,['J.A. MacDonald'],1,9,1,1,Physical Sciences,j.a.,macdonald,m,j.a. macdonald,A5000418425,j macdonald
A5088451688,https://orcid.org/0000-0002-3908-1085,Catherine Z Worsnop,"['Catherine Worsnop', 'Catherine Z Worsnop', 'Catherine Z. Worsnop', 'Worsnop, Catherine']",22,513,10,7,Social Sciences,catherine z,worsnop,w,catherine z worsnop,A5088451688,c worsnop
A5057652444,,H. Xie,['H. Xie'],2,0,0,3,Health Sciences,h.,xie,x,h. xie,A5057652444,h xie
A5108740660,,Masa Niikura,['Masa Niikura'],1,24,1,1,Social Sciences,masa,niikura,n,masa niikura,A5108740660,m niikura
A5002474306,https://orcid.org/0000-0003-1024-9101,Akhil Raj Baranwal,"['Akhil Raj Baranwal', 'Baranwal, Akhil Raj']",9,26,4,4,Physical Sciences,akhil raj,baranwal,b,akhil raj baranwal,A5002474306,a baranwal
A5056121536,,Will Odom,['Will Odom'],12,102,5,4,Social Sciences,will,odom,o,will odom,A5056121536,w odom
A5041422465,https://orcid.org/0000-0001-8096-9855,Ross Cloak,"['Cloak, Ross', 'R. Cloak', 'Ross Cloak', 'Ross J Cloak']",38,500,13,12,Health Sciences,ross,cloak,c,ross cloak,A5041422465,r cloak
A5028857421,https://orcid.org/0000-0003-1590-0071,Stephanie L. Rayner,"['S.L. Rayner', 'Stephanie L Rayner', 'Stephanie L. Rayner', 'Stephanie Rayner']",34,950,16,4,Health Sciences,stephanie l.,rayner,r,stephanie l. rayner,A5028857421,s rayner
A5051052331,https://orcid.org/0000-0003-2621-6929,Patrick Sheridan,"['F Richardson', 'P. Neuzil', 'P. Sheridan', 'Patrick M. Sheridan', 'Patrick Sheridan', '\xa0P. Sheridan']",29,2151,17,11,Life Sciences,patrick,sheridan,s,patrick sheridan,A5051052331,p sheridan
A5109250191,,W Hodge,"['W Hodge', 'W R Hodge', 'W. Fin Hodge', 'WR Hodge']",9,124,4,3,Health Sciences,w,hodge,h,w hodge,A5109250191,w hodge
A5051437613,https://orcid.org/0000-0001-9603-4771,Angelina Van Dyke,['Angelina Van Dyke'],2,3,1,1,Social Sciences,angelina van,dyke,d,angelina van dyke,A5051437613,a dyke
A5004300155,,Zhao Kai Pang,['Zhao Kai Pang'],1,12,1,1,Health Sciences,zhao kai,pang,p,zhao kai pang,A5004300155,z pang
A5113360973,,Anne-Marie Nicole,['Anne-Marie Nicole'],1,1,1,1,Social Sciences,anne-marie,nicole,n,anne-marie nicole,A5113360973,a nicole
A5113114976,,Victor Soares,['Victor Soares'],1,2,1,1,Physical Sciences,victor,soares,s,victor soares,A5113114976,v soares
A5102742967,https://orcid.org/0000-0003-3412-1831,Candy Ho,"['Candy Ho', 'Candy T. Y. Ho', 'Ho, Candy']",9,38,3,3,Social Sciences,candy,ho,h,candy ho,A5102742967,c ho
A5010169014,,John F. Chant,"['CHANT, J.F.', 'Chant, John', 'Chant, John F.', 'JOHN F. CHANT', 'John Chant', 'John F. Chant']",40,374,11,9,Social Sciences,john f.,chant,c,john f. chant,A5010169014,j chant
A5066880338,https://orcid.org/0000-0002-2612-2132,Lisa Matthias,"['Lisa Matthias', 'Matthias, Lisa', 'Maud Devs']",74,2590,18,9,Social Sciences,lisa,matthias,m,lisa matthias,A5066880338,l matthias
A5052748246,https://orcid.org/0000-0002-9123-3672,Michiel van de Panne,"['M van de Panne', 'M. Panne', 'M. Van de Panne', 'M. van de Panne', 'Michiel Van De Panne', 'Michiel Van de Panne', 'Michiel van de Panne', 'Michiel van\xa0de Panne', 'Panne, Michiel Van De', 'Van De Panne, Michiel', 'Van de Panne, M. (Michiel), 1965-', 'Van de Panne, Michiel', 'van de Panne, Michiel']",192,9277,49,11,Physical Sciences,michiel van de,panne,p,michiel van de panne,A5052748246,m panne
A5006521692,,Javairia Rahim,['Javairia Rahim'],1,1,1,1,Health Sciences,javairia,rahim,r,javairia rahim,A5006521692,j rahim
A5060107382,https://orcid.org/0000-0003-3134-1775,Leif S. Anderson,"['Anderson, Leif', 'Anderson, Leif S.', 'L. S. Anderson', 'Leif Anderson', 'Leif S. Anderson', 'Leif Stefan Anderson']",92,1215,16,10,Physical Sciences,leif s.,anderson,a,leif s. anderson,A5060107382,l anderson
A5072681799,,Milton McClaren,"['M. McClaren', 'McClaren, Milton', 'Milt McClaren', 'Milton McClaren']",23,128,7,1,Physical Sciences,milton,mcclaren,m,milton mcclaren,A5072681799,m mcclaren
A5013868450,,Catherine D’Andrea,"[""Catherine D'Andrea"", 'Catherine D’Andrea', 'Catherine D’andrea', ""d'Andrea, Catherine""]",16,88,5,8,Health Sciences,catherine,d’andrea,d,catherine d’andrea,A5013868450,c d’andrea
A5087323271,https://orcid.org/0000-0002-9446-3748,Leo Wanner,"['Juan Soler-Company', 'L. Wanner', 'LEO WANNER', 'Leo Wanner', 'Wanner Leo', 'Wanner, Leo']",247,2839,27,16,Physical Sciences,leo,wanner,w,leo wanner,A5087323271,l wanner
A5035463939,,Ivan A. Aguliar,['Ivan A. Aguliar'],1,14,1,1,Physical Sciences,ivan a.,aguliar,a,ivan a. aguliar,A5035463939,i aguliar
A5037710580,https://orcid.org/0000-0002-9901-6947,Alyssa Howren,"['A Howren', 'A. Howren', 'Alyssa Howren', 'Alyssa M Howren', 'Alyssa M. Howren', 'Howren, Alyssa']",42,565,13,11,Health Sciences,alyssa,howren,h,alyssa howren,A5037710580,a howren
A5033617921,https://orcid.org/0000-0002-1784-6702,Heather Clarke,"['Clarke, H', 'Clarke, Heather', 'Eliot Jones', 'H CLARKE', 'H. J. Clarke', 'H.C. Clarke', 'H.J. Clarke', 'HC Clarke', 'Heather Clarke', 'Heather J Clarke', 'Heather J. Clarke', 'Heather. J. Clarke']",45,1607,17,4,Life Sciences,heather,clarke,c,heather clarke,A5033617921,h clarke
A5059056746,,Roumi Ilieva,['Roumi Ilieva'],6,118,3,1,Social Sciences,roumi,ilieva,i,roumi ilieva,A5059056746,r ilieva
A5103132728,https://orcid.org/0000-0002-6836-6696,Sudheer Gupta,"['Gupta, S.K.', 'Gupta, Sudheer', 'Gupta, Sudheer.', 'S. Gupta', 'S. K. Gupta', 'S.K. GUPTA', 'S.K. Gupta', 'Sudheer Gupta']",122,5681,26,17,Life Sciences,sudheer,gupta,g,sudheer gupta,A5103132728,s gupta
A5023515660,,Mani Sadati,"['Mani Sadati', 'Sadati, Mani']",5,1,1,2,Physical Sciences,mani,sadati,s,mani sadati,A5023515660,m sadati
A5021856647,,Megan Woolner,"['M Woolner', 'Megan Woolner']",4,43,1,8,Health Sciences,megan,woolner,w,megan woolner,A5021856647,m woolner
A5043684828,https://orcid.org/0000-0002-6728-8884,S. Panchapakesan,"['Panchapakesan, S', 'Panchapakesan, S.', 'Panchapakesan,S', 'S Panchapakesan', 'S. PANCHAPAKESAN', 'S. Panchapakesan', 'Shanker Panchapakesan', 'Shanker S. S. Panchapakesan', 'Shanker S.S. Panchapakesan', 'Shanker SS Panchapakesan', 'Shanker Shyam S Panchapakesan', 'Shanker Shyam S. Panchapakesan', 'Shanker Shyam Sundhar Panchapakesan', 'Shanker\xa0Shyam Panchapakesan']",132,2339,21,20,Social Sciences,s.,panchapakesan,p,s. panchapakesan,A5043684828,s panchapakesan
A5064876624,https://orcid.org/0000-0001-9790-2649,Ana Maria Navas Iannini,"['Ana Maria Navas Iannini', 'Ana Maria Navas-Iannini', 'Ana Maria Navas\xa0Iannini']",39,156,7,6,Social Sciences,ana maria navas,iannini,i,ana maria navas iannini,A5064876624,a iannini
A5064718439,,Trinh Thai Van Phuc,['Trinh Thai Van Phuc'],3,2,1,2,Social Sciences,trinh thai van,phuc,p,trinh thai van phuc,A5064718439,t phuc
A5095451941,,Ananda Google,['Ananda Google'],1,0,0,1,Life Sciences,ananda,google,g,ananda google,A5095451941,a google
A5033057164,https://orcid.org/0000-0003-0396-0966,Ian Scott,"['I M Scott', 'I. M. Scott', 'I. Scott', 'Ian M Scott', 'Ian M. Scott', 'Ian Scott']",71,1322,20,16,Health Sciences,ian,scott,s,ian scott,A5033057164,i scott
A5110883813,,Laura D’Amico,"[""D'Amico, Laura"", 'L D’Amico', ""Laura D'Amico"", 'Laura D’Amico']",34,346,10,11,Physical Sciences,laura,d’amico,d,laura d’amico,A5110883813,l d’amico
A5049408362,,美由紀 加藤,"['Benedikt Fischer', '加藤, 美由紀', '美由紀 加藤']",26,6,1,5,Social Sciences,美由紀,加藤,加,美由紀 加藤,A5049408362,美 加藤
A5022925223,,S. Moreno,"['S. Moreno', 'Sylvain Moreno']",2,1,1,2,Social Sciences,s.,moreno,m,s. moreno,A5022925223,s moreno
A5036663902,,D. Estep,"['D Estep', 'D J Estep', 'D. Estep', 'DON ESTEP', 'Don Estep', 'Donald Estep', 'Estep, Don', 'Estep, Donald']",40,1411,15,3,Physical Sciences,d.,estep,e,d. estep,A5036663902,d estep
A5070161121,,Natacha Roudeix,"['Natacha Roudeix', 'Roudeix, Natacha']",3,0,0,2,Social Sciences,natacha,roudeix,r,natacha roudeix,A5070161121,n roudeix
A5028860365,,Megan E. McLarnon,"['Megan E McLarnon', 'Megan E. McLarnon', 'Megan McLarnon']",12,234,7,3,Life Sciences,megan e.,mclarnon,m,megan e. mclarnon,A5028860365,m mclarnon
A5071855708,,Larissa Kondo,['Larissa Kondo'],1,0,0,1,Social Sciences,larissa,kondo,k,larissa kondo,A5071855708,l kondo
A5035385095,,S. R. Dunsiger,"['Dunsiger, S. R.', 'Dunsiger, S.R.', 'S Dunsiger', 'S R Dunsiger', 'S. Dunsiger', 'S. R. Dunsiger', 'S.R. Dunsiger', 'S.\u2009R. Dunsiger']",54,2023,20,9,Physical Sciences,s. r.,dunsiger,d,s. r. dunsiger,A5035385095,s dunsiger
A5102133296,,Yitong Dai,['Yitong Dai'],1,0,0,1,Social Sciences,yitong,dai,d,yitong dai,A5102133296,y dai
A5046589123,https://orcid.org/0000-0002-9841-6447,Hwee Hoon Tan,"['H H Tan', 'H. H. Tan', 'H.H. Tan', 'HWEE HOON TAN', 'Hwee H. Tan', 'Hwee Hoon', 'Hwee Hoon TAN', 'Hwee Hoon Tan', 'Hwee Tan', 'Hwee-Hoon Tan', 'Hwee-hoon Tan', 'TAN, Hwee Hoon', 'Tan Min Li Tan', 'Tan, Hwee Hoon.']",115,5541,27,5,Social Sciences,hwee hoon,tan,t,hwee hoon tan,A5046589123,h tan
A5029642362,https://orcid.org/0000-0002-4944-3756,P. Prabhakar Rao,"['P. Prabhakar Rao', 'Prashanth Rao']",5,87,2,1,Social Sciences,p. prabhakar,rao,r,p. prabhakar rao,A5029642362,p rao
A5119409927,,Fergus Linley-Mota,['Fergus Linley-Mota'],1,0,0,1,Social Sciences,fergus,linley-mota,l,fergus linley-mota,A5119409927,f linley-mota
A5059451258,https://orcid.org/0000-0002-1321-3035,Hao Fang,"['Fang, Hao', 'Hao Fang']",15,92,3,8,Social Sciences,hao,fang,f,hao fang,A5059451258,h fang
A5102732934,https://orcid.org/0000-0002-1707-8141,Lovedeep Gondara,"['Gondara Lovedeep', 'Gondara, Lovedeep', 'L Gondara', 'L. Gondara', 'Lovedeep Gondara']",85,2147,19,8,Life Sciences,lovedeep,gondara,g,lovedeep gondara,A5102732934,l gondara
A5113399058,,Tyler R. Cole,['Tyler R. Cole'],2,3,1,1,Health Sciences,tyler r.,cole,c,tyler r. cole,A5113399058,t cole
A5037667733,https://orcid.org/0000-0002-7230-579X,Anastasios D. Asimakopoulos,"['A Asimakopoulos', 'A D Asimakopoulos', 'A. Asimakopoulos', 'A. D Asimakopoulos', 'A.D Asimakopoulos', 'A.D. Asimakopoulos', 'Anastasios ASIMAKOPOULOS', 'Anastasios Asimakopoulos', 'Anastasios D Asimakopoulos', 'Anastasios D. Asimakopoulos', 'Asimakopoulos ANASTASIOS', 'Asimakopoulos, Anastasios']",131,2160,24,15,Health Sciences,anastasios d.,asimakopoulos,a,anastasios d. asimakopoulos,A5037667733,a asimakopoulos
A5002593878,,Mari del Casal,['Mari del Casal'],2,19,1,2,Social Sciences,mari del,casal,c,mari del casal,A5002593878,m casal
A5094180071,,Sian H. Tsuei,['Sian H. Tsuei'],1,16,1,1,Physical Sciences,sian h.,tsuei,t,sian h. tsuei,A5094180071,s tsuei
A5095334926,,Tatiana Losev,['Tatiana Losev'],1,0,0,1,Social Sciences,tatiana,losev,l,tatiana losev,A5095334926,t losev
A5093577961,,Daphne Francombe,['Daphne Francombe'],1,0,0,1,Social Sciences,daphne,francombe,f,daphne francombe,A5093577961,d francombe
A5000489188,https://orcid.org/0000-0002-8561-900X,Ahmad Bahonar,"['A Bahonar', 'A. Bahonar', 'Ahmad Bahonar', 'Bahonar, Ahmad', 'HS Soumya', 'Navid Paydari']",133,6200,32,9,Health Sciences,ahmad,bahonar,b,ahmad bahonar,A5000489188,a bahonar
A5099341999,,Mary Lynn Stewart,['Mary Lynn Stewart'],1,0,0,1,Social Sciences,mary lynn,stewart,s,mary lynn stewart,A5099341999,m stewart
A5010693015,,Z.L. Brumme,['Z.L. Brumme'],1,0,0,2,Health Sciences,z.l.,brumme,b,z.l. brumme,A5010693015,z brumme
A5101151848,,Jun Mei,['Jun Mei'],12,81,4,8,Physical Sciences,jun,mei,m,jun mei,A5101151848,j mei
A5072975618,,Alejandro Rodriquez-Silva,['Alejandro Rodriquez-Silva'],1,16,1,2,Physical Sciences,alejandro,rodriquez-silva,r,alejandro rodriquez-silva,A5072975618,a rodriquez-silva
A5050862872,,Qiuyu Han,['Qiuyu Han'],9,81,5,4,Life Sciences,qiuyu,han,h,qiuyu han,A5050862872,q han
A5060721440,,Yaser Sattari,['Yaser Sattari'],2,0,0,1,Social Sciences,yaser,sattari,s,yaser sattari,A5060721440,y sattari
A5081306915,https://orcid.org/0000-0001-8136-7645,Ashwin Samudre,"['Ashwin Samudre', 'Samudre, Ashwin']",19,53,4,8,Physical Sciences,ashwin,samudre,s,ashwin samudre,A5081306915,a samudre
A5029573644,,Chris M. Henry,"['Chris Henry', 'Chris M. Henry', 'Henry, C.']",5,96,3,1,Physical Sciences,chris m.,henry,h,chris m. henry,A5029573644,c henry
A5049217967,,Parham Elmi,['Parham Elmi'],1,0,0,1,Social Sciences,parham,elmi,e,parham elmi,A5049217967,p elmi
A5028885540,,Éric Gedajlovic,"['E. Gedajlovic', 'ERIC GEDAJLOVIC', 'ERIC R. GEDAJLOVIC', 'Eric Gedajlovic', 'Eric R Gedajlovic', 'Eric R. Gedajlovic', 'Gedajlovic, Eric', 'Éric Gedajlovic']",63,10214,32,7,Social Sciences,éric,gedajlovic,g,éric gedajlovic,A5028885540,é gedajlovic
A5110970896,,Lisa Jung,"['LISA JUNG', 'Lisa Jung']",6,11,2,4,Physical Sciences,lisa,jung,j,lisa jung,A5110970896,l jung
