,sv_name,oa_name,sv_id,oa_id,similarity_score
479,cheng li,cheng li,57208500706,A5100354297,100
480,cheng li,ming li,57208500706,A5100351426,67
481,cheng li,chunmei li,57208500706,A5100427221,67
482,david b lank,david b lank,7003901330,A5026174358,100
483,paul chi hang li,jia li,55638723000,A5100405681,36
484,paul chi hang li,cheng li,55638723000,A5100354297,58
485,paul chi hang li,ming li,55638723000,A5100351426,52
486,paul chi hang li,chunmei li,55638723000,A5100427221,46
487,dana s lepofsky,dana lepofsky,6603240852,A5044844162,93
488,carl a lowenberger,carl lowenberger,6701782068,A5047490994,94
489,angel my lin,feng lin,56444693800,A5101414835,60
490,angel my lin,qi lin,56444693800,A5102608112,44
491,daniel chonghwan lee,kelley lee,57219039850,A5019363540,40
492,daniel chonghwan lee,monica lee,57219039850,A5057346446,53
493,daniel chonghwan lee,ki‐young lee,57219039850,A5100719654,50
494,daniel chonghwan lee,daniel c lee,57219039850,A5100392989,75
495,mila b lazarova,mila lazarova,9041422000,A5060103559,93
496,amy huei yi lee,kelley lee,55477263200,A5019363540,40
497,amy huei yi lee,monica lee,55477263200,A5057346446,40
498,amy huei yi lee,ki‐young lee,55477263200,A5100719654,44
499,amy huei yi lee,daniel c lee,55477263200,A5100392989,44
500,angelica lim,angelica lim,36801929900,A5054803584,100
501,sieun lee,kelley lee,36644393200,A5019363540,53
502,sieun lee,monica lee,36644393200,A5057346446,53
503,sieun lee,ki‐young lee,36644393200,A5100719654,67
504,sieun lee,daniel c lee,36644393200,A5100392989,57
505,michel r leroux,michel r leroux,7101724540,A5031592364,100
506,henry wj lin,feng lin,56159860200,A5101414835,60
507,henry wj lin,qi lin,56159860200,A5102608112,44
508,b l liu,b liu,58372717600,A5114378471,83
509,b l liu,helen liu,58372717600,A5101610756,62
510,b l liu,yan‐jun liu,58372717600,A5100349652,44
511,b l liu,jiayi liu,58372717600,A5100370772,50
512,eric lin,feng lin,36921090100,A5101414835,62
513,eric lin,qi lin,36921090100,A5102608112,71
514,zoe long,nguyễn quang long,57204725472,A5018451341,40
515,careesa chang liu,b liu,42661778400,A5114378471,36
516,careesa chang liu,helen liu,42661778400,A5101610756,54
517,careesa chang liu,yan‐jun liu,42661778400,A5100349652,43
518,careesa chang liu,jiayi liu,42661778400,A5100370772,38
519,jens lassen,j lassen,23094920500,A5088788971,84
520,mario liotti,mario liotti,7004825097,A5087177266,100
521,chunmei li,jia li,55696026700,A5100405681,50
522,chunmei li,cheng li,55696026700,A5100354297,67
523,chunmei li,ming li,55696026700,A5100351426,47
524,chunmei li,chunmei li,55696026700,A5100427221,100
525,chelsey lee,kelley lee,57207257893,A5019363540,76
526,chelsey lee,monica lee,57207257893,A5057346446,48
527,chelsey lee,ki‐young lee,57207257893,A5100719654,43
528,chelsey lee,daniel c lee,57207257893,A5100392989,52
529,zenghui liu,b liu,56599407500,A5114378471,50
530,zenghui liu,helen liu,56599407500,A5101610756,60
531,zenghui liu,yan‐jun liu,56599407500,A5100349652,55
532,zenghui liu,jiayi liu,56599407500,A5100370772,50
533,dennis y liu,b liu,57203150185,A5114378471,47
534,dennis y liu,helen liu,57203150185,A5101610756,57
535,dennis y liu,yan‐jun liu,57203150185,A5100349652,52
536,dennis y liu,jiayi liu,57203150185,A5100370772,57
537,michelle levy,michelle levy,55574212275,A5016934275,100
538,richard a lockhart,richard lockhart,7004445683,A5035238514,94
539,melanie lee,kelley lee,57191731525,A5019363540,67
540,melanie lee,monica lee,57191731525,A5057346446,67
541,melanie lee,ki‐young lee,57191731525,A5100719654,43
542,melanie lee,daniel c lee,57191731525,A5100392989,70
543,zhida li,jia li,57190841490,A5100405681,71
544,zhida li,cheng li,57190841490,A5100354297,50
545,zhida li,ming li,57190841490,A5100351426,53
546,zhida li,chunmei li,57190841490,A5100427221,56
547,belinda li,jia li,57215578322,A5100405681,62
548,belinda li,cheng li,57215578322,A5100354297,56
549,belinda li,ming li,57215578322,A5100351426,59
550,belinda li,chunmei li,57215578322,A5100427221,50
551,andrew r lewis,steven lewis,13204505400,A5044719058,54
552,chunhong liu,b liu,57218798436,A5114378471,47
553,chunhong liu,helen liu,57218798436,A5101610756,57
554,chunhong liu,yan‐jun liu,57218798436,A5100349652,52
555,chunhong liu,jiayi liu,57218798436,A5100370772,38
556,tingan li,jia li,57210262931,A5100405681,67
557,tingan li,cheng li,57210262931,A5100354297,59
558,tingan li,ming li,57210262931,A5100351426,75
559,tingan li,chunmei li,57210262931,A5100427221,42
560,gaoyang liu,b liu,57203062038,A5114378471,50
561,gaoyang liu,helen liu,57203062038,A5101610756,50
562,gaoyang liu,yan‐jun liu,57203062038,A5100349652,64
563,gaoyang liu,jiayi liu,57203062038,A5100370772,60
564,yungshan lee,kelley lee,54882053400,A5019363540,45
565,yungshan lee,monica lee,54882053400,A5057346446,55
566,yungshan lee,ki‐young lee,54882053400,A5100719654,67
567,yungshan lee,daniel c lee,54882053400,A5100392989,50
568,pengyu liu,b liu,57204160662,A5114378471,53
569,pengyu liu,helen liu,57204160662,A5101610756,63
570,pengyu liu,yan‐jun liu,57204160662,A5100349652,57
571,pengyu liu,jiayi liu,57204160662,A5100370772,53
572,binglin li,jia li,57205368212,A5100405681,50
573,binglin li,cheng li,57205368212,A5100354297,56
574,binglin li,ming li,57205368212,A5100351426,71
575,binglin li,chunmei li,57205368212,A5100427221,40
576,shuxing li,jia li,55315987100,A5100405681,50
577,shuxing li,cheng li,55315987100,A5100354297,67
578,shuxing li,ming li,55315987100,A5100351426,71
579,shuxing li,chunmei li,55315987100,A5100427221,60
580,hoikwan lau,kelvin lau,36864012100,A5064093289,57
581,frank js lee,kelley lee,23484073300,A5019363540,45
582,frank js lee,monica lee,23484073300,A5057346446,45
583,frank js lee,ki‐young lee,23484073300,A5100719654,42
584,frank js lee,daniel c lee,23484073300,A5100392989,58
585,alison yueh li,jia li,56039303800,A5100405681,40
586,alison yueh li,cheng li,56039303800,A5100354297,36
587,alison yueh li,ming li,56039303800,A5100351426,48
588,alison yueh li,chunmei li,56039303800,A5100427221,33
589,qing liu,b liu,56413233700,A5114378471,62
590,qing liu,helen liu,56413233700,A5101610756,59
591,qing liu,yan‐jun liu,56413233700,A5100349652,53
592,qing liu,jiayi liu,56413233700,A5100370772,59
593,feng lin,feng lin,57191371558,A5101414835,100
594,feng lin,qi lin,57191371558,A5102608112,57
595,wenzao li,jia li,56089546300,A5100405681,53
596,wenzao li,cheng li,56089546300,A5100354297,59
597,wenzao li,ming li,56089546300,A5100351426,50
598,wenzao li,chunmei li,56089546300,A5100427221,42
599,jaeyong lee,kelley lee,39762111800,A5019363540,57
600,jaeyong lee,monica lee,39762111800,A5057346446,57
601,jaeyong lee,ki‐young lee,39762111800,A5100719654,70
602,jaeyong lee,daniel c lee,39762111800,A5100392989,52
603,jeonghun lee,kelley lee,57206734156,A5019363540,45
604,jeonghun lee,monica lee,57206734156,A5057346446,55
605,jeonghun lee,ki‐young lee,57206734156,A5100719654,58
606,jeonghun lee,daniel c lee,57206734156,A5100392989,42
607,guiliang liu,b liu,57204467338,A5114378471,47
608,guiliang liu,helen liu,57204467338,A5101610756,57
609,guiliang liu,yan‐jun liu,57204467338,A5100349652,52
610,guiliang liu,jiayi liu,57204467338,A5100370772,57
611,tawei liu,b liu,56555456900,A5114378471,57
612,tawei liu,helen liu,56555456900,A5101610756,56
613,tawei liu,yan‐jun liu,56555456900,A5100349652,50
614,tawei liu,jiayi liu,56555456900,A5100370772,67
615,xin li,jia li,57189987947,A5100405681,67
616,xin li,cheng li,57189987947,A5100354297,57
617,xin li,ming li,57189987947,A5100351426,77
618,xin li,chunmei li,57189987947,A5100427221,50
619,arita li liu,b liu,57200987873,A5114378471,47
620,arita li liu,helen liu,57200987873,A5101610756,48
621,arita li liu,yan‐jun liu,57200987873,A5100349652,43
622,arita li liu,jiayi liu,57200987873,A5100370772,57
623,kun liu,b liu,57217039511,A5114378471,67
624,kun liu,helen liu,57217039511,A5101610756,62
625,kun liu,yan‐jun liu,57217039511,A5100349652,67
626,kun liu,jiayi liu,57217039511,A5100370772,50
627,jiarui li,jia li,59785163100,A5100405681,80
628,jiarui li,cheng li,59785163100,A5100354297,35
629,jiarui li,ming li,59785163100,A5100351426,50
630,jiarui li,chunmei li,59785163100,A5100427221,53
631,lisa lin,feng lin,56537319300,A5101414835,50
632,lisa lin,qi lin,56537319300,A5102608112,71
633,em g lim,angelica lim,57831947600,A5054803584,50
634,jiangchuan liu,b liu,59061428700,A5114378471,42
635,jiangchuan liu,helen liu,59061428700,A5101610756,52
636,jiangchuan liu,yan‐jun liu,59061428700,A5100349652,64
637,jiangchuan liu,jiayi liu,59061428700,A5100370772,61
638,angelica (min hye) lee,kelley lee,57215776540,A5019363540,44
639,angelica (min hye) lee,monica lee,57215776540,A5057346446,50
640,angelica (min hye) lee,ki‐young lee,57215776540,A5100719654,35
641,angelica (min hye) lee,daniel c lee,57215776540,A5100392989,53
642,kelsey lee,kelley lee,58669083900,A5019363540,90
643,kelsey lee,monica lee,58669083900,A5057346446,40
644,kelsey lee,ki‐young lee,58669083900,A5100719654,55
645,kelsey lee,daniel c lee,58669083900,A5100392989,55
646,jiaxing li,jia li,58555571700,A5100405681,75
647,jiaxing li,cheng li,58555571700,A5100354297,56
648,jiaxing li,ming li,58555571700,A5100351426,71
649,jiaxing li,chunmei li,58555571700,A5100427221,40
650,hsufeng lee,kelley lee,55924615100,A5019363540,48
651,hsufeng lee,monica lee,55924615100,A5057346446,48
652,hsufeng lee,ki‐young lee,55924615100,A5100719654,61
653,hsufeng lee,daniel c lee,55924615100,A5100392989,43
654,chingchiu lin,feng lin,57155348500,A5101414835,57
655,chingchiu lin,qi lin,57155348500,A5102608112,53
656,yejia liu,b liu,57205377655,A5114378471,57
657,yejia liu,helen liu,57205377655,A5101610756,56
658,yejia liu,yan‐jun liu,57205377655,A5100349652,60
659,yejia liu,jiayi liu,57205377655,A5100370772,78
660,xiaorui li,jia li,56306779600,A5100405681,62
661,xiaorui li,cheng li,56306779600,A5100354297,33
662,xiaorui li,ming li,56306779600,A5100351426,47
663,xiaorui li,chunmei li,56306779600,A5100427221,50
664,linyi li,jia li,57211756552,A5100405681,57
665,linyi li,cheng li,57211756552,A5100354297,50
666,linyi li,ming li,57211756552,A5100351426,67
667,linyi li,chunmei li,57211756552,A5100427221,56
668,wing yin venus lau,kelvin lau,57216796359,A5064093289,43
669,rebekah hy lee,kelley lee,57221940572,A5019363540,58
670,rebekah hy lee,monica lee,57221940572,A5057346446,42
671,rebekah hy lee,ki‐young lee,57221940572,A5100719654,46
672,rebekah hy lee,daniel c lee,57221940572,A5100392989,46
673,shanna my li,jia li,57221738372,A5100405681,44
674,shanna my li,cheng li,57221738372,A5100354297,50
675,shanna my li,ming li,57221738372,A5100351426,42
676,shanna my li,chunmei li,57221738372,A5100427221,55
677,pinyao liu,b liu,57703884300,A5114378471,53
678,pinyao liu,helen liu,57703884300,A5101610756,53
679,pinyao liu,yan‐jun liu,57703884300,A5100349652,57
680,pinyao liu,jiayi liu,57703884300,A5100370772,63
681,heng li,jia li,57419438300,A5100405681,46
682,heng li,cheng li,57419438300,A5100354297,93
683,heng li,ming li,57419438300,A5100351426,71
684,heng li,chunmei li,57419438300,A5100427221,59
685,anjian li,jia li,57218566585,A5100405681,80
686,anjian li,cheng li,57218566585,A5100354297,47
687,anjian li,ming li,57218566585,A5100351426,50
688,anjian li,chunmei li,57218566585,A5100427221,53
689,haijuan li,jia li,57218401984,A5100405681,50
690,haijuan li,cheng li,57218401984,A5100354297,56
691,haijuan li,ming li,57218401984,A5100351426,59
692,haijuan li,chunmei li,57218401984,A5100427221,50
693,chaochun liu,b liu,57203659208,A5114378471,47
694,chaochun liu,helen liu,57203659208,A5101610756,57
695,chaochun liu,yan‐jun liu,57203659208,A5100349652,61
696,chaochun liu,jiayi liu,57203659208,A5100370772,48
697,jiayi liu,b liu,58550253900,A5114378471,57
698,jiayi liu,helen liu,58550253900,A5101610756,44
699,jiayi liu,yan‐jun liu,58550253900,A5100349652,50
700,jiayi liu,jiayi liu,58550253900,A5100370772,100
701,manyi li,jia li,57192068082,A5100405681,57
702,manyi li,cheng li,57192068082,A5100354297,50
703,manyi li,ming li,57192068082,A5100351426,67
704,manyi li,chunmei li,57192068082,A5100427221,56
705,zheyuan li,jia li,57224822134,A5100405681,50
706,zheyuan li,cheng li,57224822134,A5100354297,67
707,zheyuan li,ming li,57224822134,A5100351426,47
708,zheyuan li,chunmei li,57224822134,A5100427221,50
709,xiaoxue liu,b liu,57204556952,A5114378471,50
710,xiaoxue liu,helen liu,57204556952,A5101610756,50
711,xiaoxue liu,yan‐jun liu,57204556952,A5100349652,55
712,xiaoxue liu,jiayi liu,57204556952,A5100370772,60
713,zhi yih lim,angelica lim,57215605423,A5054803584,43
714,lisette lockhart,richard lockhart,57212017911,A5035238514,62
715,liyi lim,angelica lim,57323476000,A5054803584,60
716,jong-in lee,kelley lee,58376421300,A5019363540,38
717,jong-in lee,monica lee,58376421300,A5057346446,67
718,jong-in lee,ki‐young lee,58376421300,A5100719654,61
719,jong-in lee,daniel c lee,58376421300,A5100392989,52
720,david long,nguyễn quang long,57236120200,A5018451341,44
721,yerin lee,kelley lee,57203855079,A5019363540,53
722,yerin lee,monica lee,57203855079,A5057346446,53
723,yerin lee,ki‐young lee,57203855079,A5100719654,57
724,yerin lee,daniel c lee,57203855079,A5100392989,48
725,dongmeng liu,b liu,57202874971,A5114378471,47
726,dongmeng liu,helen liu,57202874971,A5101610756,57
727,dongmeng liu,yan‐jun liu,57202874971,A5100349652,52
728,dongmeng liu,jiayi liu,57202874971,A5100370772,38
729,lily lin,feng lin,49863888400,A5101414835,50
730,lily lin,qi lin,49863888400,A5102608112,71
731,ena lee,kelley lee,59645048800,A5019363540,59
732,ena lee,monica lee,59645048800,A5057346446,71
733,ena lee,ki‐young lee,59645048800,A5100719654,53
734,ena lee,daniel c lee,59645048800,A5100392989,53
735,martin lee,kelley lee,55716885000,A5019363540,40
736,martin lee,monica lee,55716885000,A5057346446,60
737,martin lee,ki‐young lee,55716885000,A5100719654,55
738,martin lee,daniel c lee,55716885000,A5100392989,55
739,luyao lin,feng lin,57194191419,A5101414835,47
740,luyao lin,qi lin,57194191419,A5102608112,53
741,xingtu liu,b liu,59424708200,A5114378471,53
742,xingtu liu,helen liu,59424708200,A5101610756,53
743,xingtu liu,yan‐jun liu,59424708200,A5100349652,57
744,xingtu liu,jiayi liu,59424708200,A5100370772,53
745,callum lucas,emma s lucas,58511384100,A5078476389,58
746,michael pin chuan lin,feng lin,57200993050,A5101414835,41
747,michael pin chuan lin,qi lin,57200993050,A5102608112,37
748,kenneth liu,b liu,57974743200,A5114378471,50
749,kenneth liu,helen liu,57974743200,A5101610756,60
750,kenneth liu,yan‐jun liu,57974743200,A5100349652,55
751,kenneth liu,jiayi liu,57974743200,A5100370772,40
752,minnie liu,b liu,57211461392,A5114378471,53
753,minnie liu,helen liu,57211461392,A5101610756,53
754,minnie liu,yan‐jun liu,57211461392,A5100349652,57
755,minnie liu,jiayi liu,57211461392,A5100370772,63
756,xiulong liu,b liu,55981047600,A5114378471,50
757,xiulong liu,helen liu,55981047600,A5101610756,60
758,xiulong liu,yan‐jun liu,55981047600,A5100349652,55
759,xiulong liu,jiayi liu,55981047600,A5100370772,50
760,linda c li,jia li,7501443732,A5100405681,62
761,linda c li,cheng li,7501443732,A5100354297,44
762,linda c li,ming li,7501443732,A5100351426,59
763,linda c li,chunmei li,7501443732,A5100427221,40
764,qingcan li,jia li,57205694562,A5100405681,62
765,qingcan li,cheng li,57205694562,A5100354297,56
766,qingcan li,ming li,57205694562,A5100351426,71
767,qingcan li,chunmei li,57205694562,A5100427221,40
768,qiushi lin,feng lin,58481182500,A5101414835,44
769,qiushi lin,qi lin,58481182500,A5102608112,75
770,ivan lau,kelvin lau,59433616000,A5064093289,67
771,janghyeon lee,kelley lee,58374461300,A5019363540,43
772,janghyeon lee,monica lee,58374461300,A5057346446,52
773,janghyeon lee,ki‐young lee,58374461300,A5100719654,48
774,janghyeon lee,daniel c lee,58374461300,A5100392989,56
775,yanlin lim,angelica lim,55924372600,A5054803584,73
776,brandon lockhart,richard lockhart,57222179006,A5035238514,75
777,gem y lee,kelley lee,58055605100,A5019363540,63
778,gem y lee,monica lee,58055605100,A5057346446,53
779,gem y lee,ki‐young lee,58055605100,A5100719654,48
780,gem y lee,daniel c lee,58055605100,A5100392989,57
781,jonathan lee,kelley lee,55147369200,A5019363540,36
782,jonathan lee,monica lee,55147369200,A5057346446,64
783,jonathan lee,ki‐young lee,55147369200,A5100719654,50
784,jonathan lee,daniel c lee,55147369200,A5100392989,50
785,xiaohan li,jia li,59248899100,A5100405681,62
786,xiaohan li,cheng li,59248899100,A5100354297,56
787,xiaohan li,ming li,59248899100,A5100351426,59
788,xiaohan li,chunmei li,59248899100,A5100427221,40
789,kelvin lau,kelvin lau,57975299900,A5064093289,100
790,yihan lin,feng lin,58184442400,A5101414835,59
791,yihan lin,qi lin,58184442400,A5102608112,67
792,xiaosu li,jia li,57225920605,A5100405681,67
793,xiaosu li,cheng li,57225920605,A5100354297,35
794,xiaosu li,ming li,57225920605,A5100351426,50
795,xiaosu li,chunmei li,57225920605,A5100427221,42
796,brian li,jia li,57203169041,A5100405681,71
797,brian li,cheng li,57203169041,A5100354297,50
798,brian li,ming li,57203169041,A5100351426,67
799,brian li,chunmei li,57203169041,A5100427221,44
800,wei li,jia li,57209238379,A5100405681,67
801,wei li,cheng li,57209238379,A5100354297,57
802,wei li,ming li,57209238379,A5100351426,62
803,wei li,chunmei li,57209238379,A5100427221,62
804,hanhung lee,kelley lee,57473697300,A5019363540,38
805,hanhung lee,monica lee,57473697300,A5057346446,48
806,hanhung lee,ki‐young lee,57473697300,A5100719654,61
807,hanhung lee,daniel c lee,57473697300,A5100392989,52
808,wonchul lee,kelley lee,57264775600,A5019363540,48
809,wonchul lee,monica lee,57264775600,A5057346446,67
810,wonchul lee,ki‐young lee,57264775600,A5100719654,52
811,wonchul lee,daniel c lee,57264775600,A5100392989,52
812,carlos lee,kelley lee,57220892325,A5019363540,50
813,carlos lee,monica lee,57220892325,A5057346446,60
814,carlos lee,ki‐young lee,57220892325,A5100719654,45
815,carlos lee,daniel c lee,57220892325,A5100392989,45
816,richard li,jia li,57888134600,A5100405681,62
817,richard li,cheng li,57888134600,A5100354297,56
818,richard li,ming li,57888134600,A5100351426,47
819,richard li,chunmei li,57888134600,A5100427221,50
820,xinru li,jia li,57218939828,A5100405681,57
821,xinru li,cheng li,57218939828,A5100354297,50
822,xinru li,ming li,57218939828,A5100351426,67
823,xinru li,chunmei li,57218939828,A5100427221,44
824,jessica li,jia li,57197841332,A5100405681,75
825,jessica li,cheng li,57197841332,A5100354297,44
826,jessica li,ming li,57197841332,A5100351426,47
827,jessica li,chunmei li,57197841332,A5100427221,50
828,vivian py lee,kelley lee,58323846600,A5019363540,43
829,vivian py lee,monica lee,58323846600,A5057346446,52
830,vivian py lee,ki‐young lee,58323846600,A5100719654,48
831,vivian py lee,daniel c lee,58323846600,A5100392989,56
832,hanyu li,jia li,57224091825,A5100405681,57
833,hanyu li,cheng li,57224091825,A5100354297,62
834,hanyu li,ming li,57224091825,A5100351426,53
835,hanyu li,chunmei li,57224091825,A5100427221,56
836,nelson lee,kelley lee,57974923900,A5019363540,60
837,nelson lee,monica lee,57974923900,A5057346446,60
838,nelson lee,ki‐young lee,57974923900,A5100719654,45
839,nelson lee,daniel c lee,57974923900,A5100392989,64
840,eric lee,kelley lee,59710754100,A5019363540,56
841,eric lee,monica lee,59710754100,A5057346446,67
842,eric lee,ki‐young lee,59710754100,A5100719654,50
843,eric lee,daniel c lee,59710754100,A5100392989,60
844,fengke lin,feng lin,57212311896,A5101414835,89
845,fengke lin,qi lin,57212311896,A5102608112,50
846,min-hye lee,kelley lee,57225983721,A5019363540,48
847,min-hye lee,monica lee,57225983721,A5057346446,57
848,min-hye lee,ki‐young lee,57225983721,A5100719654,52
849,min-hye lee,daniel c lee,57225983721,A5100392989,52
850,bingfan liu,b liu,59487044600,A5114378471,62
851,bingfan liu,helen liu,59487044600,A5101610756,50
852,bingfan liu,yan‐jun liu,59487044600,A5100349652,55
853,bingfan liu,jiayi liu,59487044600,A5100370772,60
854,grayson lee,kelley lee,59137357900,A5019363540,48
855,grayson lee,monica lee,59137357900,A5057346446,57
856,grayson lee,ki‐young lee,59137357900,A5100719654,43
857,grayson lee,daniel c lee,59137357900,A5100392989,52
858,viseth long,nguyễn quang long,57221190175,A5018451341,36
859,zixuan li,jia li,57225184392,A5100405681,67
860,zixuan li,cheng li,57225184392,A5100354297,47
861,zixuan li,ming li,57225184392,A5100351426,62
862,zixuan li,chunmei li,57225184392,A5100427221,42
863,robyn lee,kelley lee,58951232600,A5019363540,53
864,robyn lee,monica lee,58951232600,A5057346446,63
865,robyn lee,ki‐young lee,58951232600,A5100719654,57
866,robyn lee,daniel c lee,58951232600,A5100392989,48
867,haggai liu,b liu,57305249200,A5114378471,53
868,haggai liu,helen liu,57305249200,A5101610756,53
869,haggai liu,yan‐jun liu,57305249200,A5100349652,48
870,haggai liu,jiayi liu,57305249200,A5100370772,63
871,steven lewis,steven lewis,59067656600,A5044719058,100
872,jane sy li,jia li,58668755300,A5100405681,62
873,jane sy li,cheng li,58668755300,A5100354297,44
874,jane sy li,ming li,58668755300,A5100351426,47
875,jane sy li,chunmei li,58668755300,A5100427221,50
876,rowland lorimer,rowland lorimer,16495970600,A5046780135,100
877,wu lucas,emma s lucas,58668568200,A5078476389,60
878,ming yu lin,feng lin,57828636300,A5101414835,63
879,ming yu lin,qi lin,57828636300,A5102608112,59
880,justin long,nguyễn quang long,58292542600,A5018451341,50
881,jiangchuan jc liu,b liu,59732151800,A5114378471,36
882,jiangchuan jc liu,helen liu,59732151800,A5101610756,38
883,jiangchuan jc liu,yan‐jun liu,59732151800,A5100349652,57
884,jiangchuan jc liu,jiayi liu,59732151800,A5100370772,54
885,zhen lisa li,jia li,59197740200,A5100405681,56
886,zhen lisa li,cheng li,59197740200,A5100354297,60
887,zhen lisa li,ming li,59197740200,A5100351426,42
888,zhen lisa li,chunmei li,59197740200,A5100427221,45
889,guanyu li,jia li,59390171200,A5100405681,53
890,guanyu li,cheng li,59390171200,A5100354297,47
891,guanyu li,ming li,59390171200,A5100351426,50
892,guanyu li,chunmei li,59390171200,A5100427221,53
893,chuyuan lin,feng lin,58148715300,A5101414835,53
894,chuyuan lin,qi lin,58148715300,A5102608112,47
895,stephen chengxi li,jia li,59545707900,A5100405681,33
896,stephen chengxi li,cheng li,59545707900,A5100354297,62
897,stephen chengxi li,ming li,59545707900,A5100351426,40
898,stephen chengxi li,chunmei li,59545707900,A5100427221,50
899,keon ju lee,kelley lee,59249485500,A5019363540,57
900,keon ju lee,monica lee,59249485500,A5057346446,57
901,keon ju lee,ki‐young lee,59249485500,A5100719654,61
902,keon ju lee,daniel c lee,59249485500,A5100392989,52
903,hyunwoo lee,kelley lee,55751730700,A5019363540,48
904,hyunwoo lee,monica lee,55751730700,A5057346446,48
905,hyunwoo lee,ki‐young lee,55751730700,A5100719654,61
906,hyunwoo lee,daniel c lee,55751730700,A5100392989,43
907,yilin liu,b liu,57220551288,A5114378471,57
908,yilin liu,helen liu,57220551288,A5101610756,67
909,yilin liu,yan‐jun liu,57220551288,A5100349652,60
910,yilin liu,jiayi liu,57220551288,A5100370772,67
911,mark lee,kelley lee,57219825843,A5019363540,56
912,mark lee,monica lee,57219825843,A5057346446,67
913,mark lee,ki‐young lee,57219825843,A5100719654,50
914,mark lee,daniel c lee,57219825843,A5100392989,50
915,shuqi liu,b liu,58057756500,A5114378471,57
916,shuqi liu,helen liu,58057756500,A5101610756,56
917,shuqi liu,yan‐jun liu,58057756500,A5100349652,50
918,shuqi liu,jiayi liu,58057756500,A5100370772,56
919,jiyuan li,jia li,57226157890,A5100405681,80
920,jiyuan li,cheng li,57226157890,A5100354297,47
921,jiyuan li,ming li,57226157890,A5100351426,62
922,jiyuan li,chunmei li,57226157890,A5100427221,42
923,yan lim,angelica lim,58546087400,A5054803584,63
924,connie kw liu,b liu,59618465500,A5114378471,44
925,connie kw liu,helen liu,59618465500,A5101610756,45
926,connie kw liu,yan‐jun liu,59618465500,A5100349652,50
927,connie kw liu,jiayi liu,59618465500,A5100370772,45
928,chae rim lee,kelley lee,57219309476,A5019363540,45
929,chae rim lee,monica lee,57219309476,A5057346446,55
930,chae rim lee,ki‐young lee,57219309476,A5100719654,42
931,chae rim lee,daniel c lee,57219309476,A5100392989,42
932,d lister,dg lister,59466159900,A5113887217,94
933,suemin lee,kelley lee,57222084312,A5019363540,50
934,suemin lee,monica lee,57222084312,A5057346446,60
935,suemin lee,ki‐young lee,57222084312,A5100719654,55
936,suemin lee,daniel c lee,57222084312,A5100392989,45
937,amy huey yi lee,kelley lee,59661104900,A5019363540,48
938,amy huey yi lee,monica lee,59661104900,A5057346446,40
939,amy huey yi lee,ki‐young lee,59661104900,A5100719654,44
940,amy huey yi lee,daniel c lee,59661104900,A5100392989,44
941,qiu lin,feng lin,57856271800,A5101414835,53
942,qiu lin,qi lin,57856271800,A5102608112,92
943,weijie lin,feng lin,57225094561,A5101414835,56
944,weijie lin,qi lin,57225094561,A5102608112,62
945,baiyu li,jia li,58262011500,A5100405681,57
946,baiyu li,cheng li,58262011500,A5100354297,38
947,baiyu li,ming li,58262011500,A5100351426,53
948,baiyu li,chunmei li,58262011500,A5100427221,44
949,feng liu,b liu,57192301448,A5114378471,62
950,feng liu,helen liu,57192301448,A5101610756,71
951,feng liu,yan‐jun liu,57192301448,A5100349652,53
952,feng liu,jiayi liu,57192301448,A5100370772,47
953,xilan liu,b liu,58744569600,A5114378471,57
954,xilan liu,helen liu,58744569600,A5101610756,67
955,xilan liu,yan‐jun liu,58744569600,A5100349652,60
956,xilan liu,jiayi liu,58744569600,A5100370772,67
957,weihua liu,b liu,57222253228,A5114378471,53
958,weihua liu,helen liu,57222253228,A5101610756,53
959,weihua liu,yan‐jun liu,57222253228,A5100349652,48
960,weihua liu,jiayi liu,57222253228,A5100370772,63
961,keon ju maverick lee,kelley lee,59558996300,A5019363540,47
962,keon ju maverick lee,monica lee,59558996300,A5057346446,53
963,keon ju maverick lee,ki‐young lee,59558996300,A5100719654,44
964,keon ju maverick lee,daniel c lee,59558996300,A5100392989,44
965,d liu,b liu,59617524800,A5114378471,80
966,d liu,helen liu,59617524800,A5101610756,57
967,d liu,yan‐jun liu,59617524800,A5100349652,50
968,d liu,jiayi liu,59617524800,A5100370772,57
969,adrian c lim,angelica lim,57711932900,A5054803584,58
970,helena lin,feng lin,59659333500,A5101414835,67
971,helena lin,qi lin,59659333500,A5102608112,50
972,jian li,jia li,58436524800,A5100405681,92
973,jian li,cheng li,58436524800,A5100354297,53
974,jian li,ming li,58436524800,A5100351426,71
975,jian li,chunmei li,58436524800,A5100427221,47
976,jacob loftus,joseph c loftus,59532629300,A5103252276,67
977,amy wiebe lau,kelvin lau,57828380800,A5064093289,43
978,huiwen liu,b liu,57224590777,A5114378471,53
979,huiwen liu,helen liu,57224590777,A5101610756,74
980,huiwen liu,yan‐jun liu,57224590777,A5100349652,57
981,huiwen liu,jiayi liu,57224590777,A5100370772,53
982,jianping lin,feng lin,57204916659,A5101414835,60
983,jianping lin,qi lin,57204916659,A5102608112,56
984,ze liu,b liu,59535375500,A5114378471,73
985,ze liu,helen liu,59535375500,A5101610756,67
986,ze liu,yan‐jun liu,59535375500,A5100349652,47
987,ze liu,jiayi liu,59535375500,A5100370772,53
988,ken liu,b liu,57364393000,A5114378471,67
989,ken liu,helen liu,57364393000,A5101610756,75
